NO_OF_FRAMES	3649
NO_OF_CAMERAS	4
NO_OF_MARKERS	12
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-11, 14:44:57.047	64924.73091080
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5	base_6						
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	base_6 X	base_6 Y	base_6 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
77	0.25333	458.399	-658.914	27.010	-401.461	-561.429	28.850	193.401	-491.659	29.022	249.009	-181.828	31.356	-93.250	-143.188	33.599	-239.449	-528.970	33.496	-532.209	724.349	872.757	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78	0.25667	458.368	-658.855	27.020	-401.447	-561.405	28.884	193.387	-491.634	28.956	249.031	-181.835	31.369	-93.266	-143.214	33.622	-239.464	-528.906	33.561	-535.538	722.559	869.537	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79	0.26000	458.352	-658.913	27.085	-401.450	-561.377	28.940	193.395	-491.643	28.941	248.986	-181.829	31.355	-93.286	-143.242	33.624	-239.495	-528.913	33.567	-538.985	720.869	866.257	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80	0.26333	458.368	-658.809	27.073	-401.482	-561.373	28.927	193.402	-491.651	29.074	249.001	-181.814	31.377	-93.283	-143.240	33.679	-239.472	-528.942	33.531	-542.463	719.258	862.978	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81	0.26667	458.373	-658.943	27.033	-401.467	-561.423	28.849	193.383	-491.661	28.949	249.008	-181.820	31.373	-93.251	-143.230	33.661	-239.495	-528.913	33.566	-545.955	717.784	859.777	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82	0.27000	458.398	-658.915	26.972	-401.458	-561.432	28.897	193.390	-491.636	28.884	248.975	-181.862	31.302	-93.221	-143.162	33.614	-239.443	-528.972	33.511	-549.406	716.381	856.671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83	0.27333	458.366	-658.841	27.113	-401.478	-561.416	28.893	193.407	-491.651	29.008	249.014	-181.823	31.350	-93.253	-143.210	33.640	-239.471	-528.937	33.513	-552.826	715.076	853.654	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84	0.27667	458.418	-658.822	27.027	-401.444	-561.415	28.907	193.412	-491.603	29.000	249.017	-181.808	31.362	-93.254	-143.227	33.638	-239.488	-528.877	33.596	-556.251	713.861	850.604	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85	0.28000	458.354	-658.884	27.153	-401.455	-561.409	28.896	193.358	-491.631	28.932	248.985	-181.841	31.311	-93.259	-143.204	33.628	-239.472	-528.942	33.531	-559.709	712.752	847.647	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86	0.28333	458.345	-658.851	27.067	-401.470	-561.323	28.948	193.386	-491.637	28.939	249.004	-181.828	31.445	-93.244	-143.223	33.510	-239.449	-528.970	33.496	-563.012	711.707	844.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87	0.28667	458.353	-658.926	27.071	-401.492	-561.440	28.878	193.399	-491.641	28.981	249.025	-181.795	31.387	-93.199	-143.191	33.544	-239.472	-528.942	33.531	-566.556	710.871	841.921	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88	0.29000	458.378	-658.893	27.043	-401.449	-561.416	28.909	193.395	-491.661	28.893	249.027	-181.812	31.351	-93.251	-143.178	33.616	-239.441	-528.935	33.526	-569.954	710.091	839.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89	0.29333	458.367	-658.860	27.143	-401.470	-561.413	28.875	193.373	-491.650	28.932	249.011	-181.812	31.368	-93.226	-143.167	33.641	-239.466	-528.944	33.547	-573.189	709.372	836.459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90	0.29667	458.355	-658.902	27.057	-401.471	-561.385	28.887	193.390	-491.636	28.966	249.054	-181.807	31.343	-93.238	-143.231	33.532	-239.478	-528.939	33.515	-576.435	708.835	833.813	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	0.30000	458.340	-658.865	27.091	-401.446	-561.386	28.918	193.396	-491.612	28.951	248.980	-181.830	31.334	-93.269	-143.208	33.746	-239.464	-528.906	33.561	-579.801	708.393	831.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92	0.30333	458.359	-658.847	27.129	-401.463	-561.431	28.867	193.369	-491.623	28.814	249.024	-181.833	31.344	-93.242	-143.186	33.675	-239.443	-528.972	33.511	-583.001	708.023	828.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93	0.30667	458.363	-658.804	27.056	-401.435	-561.359	28.931	193.388	-491.635	28.966	248.978	-181.825	31.293	-93.226	-143.199	33.706	-239.464	-528.905	33.561	-586.186	707.749	826.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94	0.31000	458.374	-658.952	27.051	-401.467	-561.428	28.879	193.403	-491.649	29.019	249.011	-181.825	31.389	-93.222	-143.226	33.603	-239.464	-528.906	33.561	-589.336	707.549	823.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95	0.31333	458.407	-658.885	27.034	-401.450	-561.414	28.873	193.377	-491.657	28.907	248.968	-181.826	31.299	-93.261	-143.120	33.622	-239.449	-528.975	33.514	-592.310	707.452	821.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96	0.31667	458.380	-658.920	27.037	-401.460	-561.429	28.887	193.396	-491.641	29.012	249.017	-181.789	31.413	-93.254	-143.187	33.611	-239.488	-528.877	33.596	-595.265	707.415	818.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97	0.32000	458.386	-658.882	26.963	-401.461	-561.427	28.884	193.392	-491.615	29.049	248.998	-181.820	31.395	-93.247	-143.193	33.689	-239.466	-528.944	33.547	-598.239	707.486	816.731	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
98	0.32333	458.355	-658.897	27.112	-401.464	-561.385	28.896	193.389	-491.640	28.955	248.985	-181.849	31.354	-93.256	-143.220	33.618	-239.418	-528.962	33.489	-601.136	707.593	814.626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
99	0.32667	458.347	-658.911	27.176	-401.449	-561.384	28.907	193.374	-491.630	28.900	249.017	-181.811	31.376	-93.296	-143.230	33.680	-239.478	-528.939	33.515	-603.888	707.668	812.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100	0.33000	458.406	-658.939	26.910	-401.460	-561.385	28.906	193.378	-491.628	28.931	249.036	-181.811	31.365	-93.250	-143.194	33.631	-239.441	-528.934	33.525	-606.716	707.881	810.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101	0.33333	458.379	-658.904	27.103	-401.459	-561.416	28.887	193.372	-491.668	28.949	249.014	-181.852	31.330	-93.224	-143.217	33.508	-239.466	-528.944	33.547	-609.215	708.058	808.771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102	0.33667	458.386	-658.862	27.038	-401.451	-561.382	28.938	193.395	-491.620	28.979	249.014	-181.826	31.364	-93.183	-143.231	33.534	-239.464	-528.901	33.543	-611.791	708.231	806.955	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103	0.34000	458.337	-658.919	27.113	-401.466	-561.438	28.863	193.379	-491.649	29.015	249.019	-181.810	31.466	-93.252	-143.132	33.713	-239.441	-528.934	33.525	-614.222	708.544	805.261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
104	0.34333	458.357	-658.859	27.057	-401.471	-561.399	28.878	193.367	-491.624	28.886	249.008	-181.824	31.330	-93.233	-143.237	33.646	-239.441	-528.934	33.525	-616.592	708.771	803.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
105	0.34667	458.362	-658.865	27.091	-401.495	-561.394	28.883	193.383	-491.631	28.889	248.979	-181.848	31.337	-93.226	-143.158	33.665	-239.472	-528.942	33.531	-618.841	708.867	802.301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
106	0.35000	458.376	-658.863	27.099	-401.454	-561.460	28.872	193.370	-491.622	28.891	249.003	-181.883	31.382	-93.246	-143.203	33.632	-239.466	-528.944	33.547	-620.995	709.196	800.846	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
107	0.35333	458.377	-658.852	27.126	-401.467	-561.416	28.890	193.397	-491.616	28.909	248.996	-181.845	31.323	-93.274	-143.177	33.640	-239.449	-528.970	33.495	-623.001	709.457	799.505	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108	0.35667	458.358	-658.897	26.999	-401.456	-561.383	28.902	193.417	-491.605	29.063	248.970	-181.847	31.356	-93.249	-143.187	33.659	-239.472	-528.941	33.531	-624.733	709.706	798.364	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
109	0.36000	458.340	-658.864	27.033	-401.466	-561.411	28.877	193.405	-491.627	29.066	249.006	-181.801	31.333	-93.263	-143.211	33.709	-239.441	-528.935	33.526	-626.561	709.905	797.191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
110	0.36333	458.370	-658.879	27.080	-401.446	-561.391	28.868	193.411	-491.626	29.055	249.036	-181.820	31.412	-93.241	-143.201	33.591	-239.466	-528.944	33.547	-628.297	710.215	796.188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
111	0.36667	458.324	-658.878	27.158	-401.443	-561.412	28.907	193.413	-491.624	28.997	248.980	-181.854	31.397	-93.214	-143.157	33.637	-239.449	-528.970	33.496	-629.832	710.414	795.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112	0.37000	458.375	-658.908	26.986	-401.452	-561.409	28.897	193.391	-491.624	28.976	249.005	-181.808	31.386	-93.271	-143.174	33.652	-239.457	-528.869	33.591	-631.306	710.617	794.292	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
113	0.37333	458.361	-658.888	27.047	-401.457	-561.433	28.863	193.378	-491.641	28.962	248.986	-181.831	31.349	-93.256	-143.194	33.623	-239.472	-528.941	33.531	-632.595	710.869	793.433	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
114	0.37667	458.344	-658.868	27.097	-401.465	-561.407	28.872	193.407	-491.614	28.932	249.008	-181.822	31.391	-93.223	-143.204	33.645	-239.472	-528.936	33.512	-633.805	711.025	792.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
115	0.38000	458.361	-658.862	27.003	-401.473	-561.401	28.938	193.401	-491.616	28.951	248.993	-181.848	31.351	-93.228	-143.196	33.660	-239.435	-528.937	33.542	-634.883	711.213	792.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116	0.38333	458.318	-658.864	27.152	-401.474	-561.401	28.885	193.385	-491.649	29.017	248.966	-181.849	31.378	-93.225	-143.208	33.577	-239.459	-528.913	33.596	-635.884	711.361	791.552	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
117	0.38667	458.341	-658.902	27.042	-401.457	-561.381	28.917	193.400	-491.619	28.925	249.012	-181.809	31.379	-93.295	-143.202	33.725	-239.478	-528.945	33.534	-636.646	711.503	791.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
118	0.39000	458.379	-658.966	26.991	-401.449	-561.426	28.854	193.403	-491.641	28.930	249.007	-181.812	31.355	-93.262	-143.218	33.656	-239.435	-528.936	33.541	-637.371	711.631	790.649	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
119	0.39333	458.382	-658.824	27.003	-401.458	-561.435	28.915	193.398	-491.672	29.005	248.997	-181.860	31.351	-93.213	-143.110	33.523	-239.474	-528.843	33.642	-637.987	711.734	790.322	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
120	0.39667	458.378	-658.863	27.053	-401.465	-561.382	28.920	193.421	-491.645	29.086	248.978	-181.861	31.283	-93.267	-143.137	33.712	-239.441	-528.934	33.525	-638.244	711.820	790.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
121	0.40000	458.381	-658.839	27.133	-401.454	-561.406	28.896	193.382	-491.658	28.886	248.978	-181.853	31.333	-93.231	-143.149	33.721	-239.466	-528.944	33.547	-638.608	711.873	789.927	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
122	0.40333	458.373	-658.931	27.007	-401.461	-561.418	28.862	193.392	-491.634	28.902	249.000	-181.805	31.389	-93.218	-143.238	33.717	-239.434	-528.898	33.555	-638.824	711.884	789.827	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
123	0.40667	458.349	-658.870	27.115	-401.486	-561.390	28.912	193.414	-491.665	29.041	248.991	-181.815	31.356	-93.232	-143.227	33.601	-239.472	-528.946	33.549	-638.826	711.912	789.827	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
124	0.41000	458.360	-658.903	27.129	-401.455	-561.390	28.926	193.388	-491.634	28.952	249.002	-181.828	31.324	-93.232	-143.157	33.591	-239.480	-528.977	33.501	-638.665	711.864	789.940	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
125	0.41333	458.365	-658.901	27.106	-401.462	-561.387	28.908	193.393	-491.612	28.944	249.014	-181.806	31.345	-93.255	-143.201	33.659	-239.464	-528.906	33.561	-638.343	711.834	790.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
126	0.41667	458.371	-658.884	27.066	-401.461	-561.327	28.922	193.385	-491.631	28.924	249.026	-181.790	31.370	-93.241	-143.221	33.602	-239.472	-528.942	33.531	-637.868	711.792	790.433	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
127	0.42000	458.359	-658.770	27.106	-401.457	-561.335	28.940	193.391	-491.621	29.081	249.013	-181.829	31.366	-93.248	-143.187	33.657	-239.449	-528.975	33.514	-637.230	711.690	790.813	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
128	0.42333	458.347	-658.836	27.187	-401.455	-561.355	28.941	193.383	-491.620	28.896	249.007	-181.805	31.387	-93.300	-143.213	33.713	-239.448	-528.971	33.496	-636.524	711.486	791.251	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
129	0.42667	458.353	-658.863	27.120	-401.459	-561.416	28.916	193.406	-491.622	29.029	248.999	-181.817	31.335	-93.251	-143.137	33.663	-239.464	-528.906	33.561	-635.546	711.310	791.846	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
130	0.43000	458.395	-658.844	27.006	-401.456	-561.442	28.827	193.408	-491.643	28.929	248.991	-181.828	31.341	-93.243	-143.208	33.677	-239.464	-528.906	33.561	-634.614	711.008	792.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
131	0.43333	458.375	-658.876	27.030	-401.452	-561.409	28.873	193.392	-491.637	28.971	249.027	-181.802	31.416	-93.240	-143.120	33.731	-239.472	-528.941	33.530	-633.391	710.731	793.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
132	0.43667	458.355	-658.842	27.062	-401.451	-561.381	28.921	193.406	-491.622	29.036	249.006	-181.868	31.320	-93.270	-143.295	33.630	-239.465	-528.905	33.560	-631.990	710.411	794.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
133	0.44000	458.341	-658.808	27.154	-401.468	-561.420	28.875	193.383	-491.609	28.917	249.002	-181.819	31.333	-93.236	-143.196	33.766	-239.472	-528.941	33.530	-630.532	710.002	795.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
134	0.44333	458.382	-658.834	27.062	-401.480	-561.425	28.879	193.381	-491.649	28.967	249.008	-181.806	31.405	-93.246	-143.214	33.603	-239.464	-528.906	33.561	-629.056	709.405	796.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
135	0.44667	458.364	-658.840	27.042	-401.453	-561.445	28.848	193.406	-491.641	29.067	248.996	-181.849	31.347	-93.233	-143.173	33.622	-239.465	-528.911	33.580	-627.274	708.871	797.334	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
136	0.45000	458.378	-658.885	27.074	-401.462	-561.363	28.977	193.411	-491.647	28.977	249.012	-181.827	31.409	-93.240	-143.203	33.583	-239.464	-528.906	33.561	-625.442	708.286	798.628	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
137	0.45333	458.382	-658.841	27.013	-401.460	-561.423	28.886	193.375	-491.657	28.945	249.008	-181.819	31.406	-93.245	-143.195	33.686	-239.472	-528.937	33.512	-623.355	707.570	800.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
138	0.45667	458.344	-658.882	27.057	-401.464	-561.437	28.855	193.392	-491.668	29.007	249.013	-181.822	31.355	-93.240	-143.216	33.650	-239.448	-528.971	33.496	-621.254	706.820	801.627	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
139	0.46000	458.371	-658.858	27.043	-401.449	-561.387	28.908	193.401	-491.653	28.950	248.999	-181.816	31.384	-93.262	-143.230	33.671	-239.471	-528.937	33.513	-619.066	705.954	803.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
140	0.46333	458.365	-658.864	27.095	-401.458	-561.330	28.935	193.416	-491.655	29.077	249.007	-181.812	31.350	-93.251	-143.207	33.592	-239.479	-528.972	33.482	-616.671	705.060	805.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
141	0.46667	458.318	-658.921	27.130	-401.452	-561.383	28.885	193.393	-491.637	28.975	248.994	-181.812	31.351	-93.252	-143.204	33.615	-239.472	-528.942	33.531	-614.272	704.032	806.992	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
142	0.47000	458.368	-658.909	27.090	-401.463	-561.369	28.907	193.403	-491.607	28.935	249.031	-181.813	31.375	-93.265	-143.213	33.697	-239.464	-528.905	33.561	-611.762	702.929	808.937	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
143	0.47333	458.367	-658.873	27.079	-401.474	-561.408	28.880	193.407	-491.648	29.042	249.014	-181.809	31.349	-93.266	-143.255	33.739	-239.441	-528.930	33.507	-609.167	701.724	811.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
144	0.47667	458.405	-658.871	27.012	-401.445	-561.424	28.874	193.399	-491.615	28.872	249.043	-181.800	31.368	-93.234	-143.180	33.674	-239.466	-528.943	33.547	-606.375	700.440	813.404	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
145	0.48000	458.351	-658.930	27.051	-401.458	-561.374	28.925	193.404	-491.642	28.966	249.015	-181.829	31.349	-93.246	-143.194	33.608	-239.442	-528.968	33.493	-603.578	699.041	815.842	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
146	0.48333	458.373	-658.922	27.020	-401.463	-561.447	28.884	193.425	-491.611	29.115	249.020	-181.807	31.394	-93.218	-143.230	33.582	-239.441	-528.933	33.525	-600.670	697.523	818.399	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
147	0.48667	458.364	-658.891	27.125	-401.468	-561.422	28.903	193.409	-491.624	29.048	249.006	-181.810	31.395	-93.230	-143.158	33.550	-239.472	-528.941	33.530	-597.666	695.985	821.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
148	0.49000	458.412	-658.830	26.965	-401.462	-561.389	28.912	193.389	-491.659	28.929	249.022	-181.827	31.430	-93.248	-143.178	33.619	-239.472	-528.942	33.531	-594.627	694.300	823.984	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
149	0.49333	458.363	-658.957	27.055	-401.475	-561.421	28.874	193.388	-491.605	28.889	248.980	-181.868	31.299	-93.247	-143.177	33.556	-239.472	-528.941	33.530	-591.496	692.501	826.946	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
150	0.49667	458.345	-658.884	27.050	-401.459	-561.395	28.888	193.398	-491.589	28.961	249.028	-181.841	31.360	-93.289	-143.226	33.709	-239.481	-528.879	33.613	-588.265	690.677	830.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
151	0.50000	458.348	-658.905	27.056	-401.482	-561.441	28.862	193.385	-491.618	28.968	249.012	-181.800	31.372	-93.281	-143.229	33.767	-239.487	-528.877	33.597	-584.949	688.782	833.424	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
152	0.50333	458.379	-658.870	27.092	-401.465	-561.435	28.891	193.382	-491.630	28.916	249.023	-181.792	31.424	-93.268	-143.169	33.716	-239.464	-528.905	33.561	-581.586	686.724	836.793	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
153	0.50667	458.380	-658.866	27.021	-401.482	-561.407	28.900	193.389	-491.612	28.908	249.012	-181.803	31.376	-93.208	-143.151	33.662	-239.441	-528.929	33.506	-578.131	684.643	840.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
154	0.51000	458.376	-658.896	26.970	-401.473	-561.441	28.853	193.401	-491.647	28.986	248.994	-181.810	31.339	-93.276	-143.173	33.691	-239.441	-528.934	33.525	-574.601	682.438	844.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
155	0.51333	458.332	-658.845	27.116	-401.472	-561.462	28.817	193.429	-491.646	29.027	249.008	-181.794	31.351	-93.228	-143.212	33.637	-239.472	-528.936	33.512	-571.040	680.151	847.997	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
156	0.51667	458.359	-658.835	27.114	-401.460	-561.325	28.929	193.410	-491.611	28.953	248.996	-181.830	31.332	-93.223	-143.200	33.628	-239.472	-528.941	33.531	-567.263	677.932	852.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
157	0.52000	458.345	-658.837	27.111	-401.469	-561.438	28.917	193.408	-491.601	29.082	248.999	-181.789	31.378	-93.237	-143.196	33.634	-239.472	-528.941	33.531	-563.604	675.492	856.343	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
158	0.52333	458.389	-658.877	27.042	-401.457	-561.380	28.921	193.382	-491.673	29.056	249.017	-181.793	31.356	-93.267	-143.156	33.660	-239.472	-528.941	33.531	-559.778	673.057	860.759	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
159	0.52667	458.369	-658.827	27.161	-401.473	-561.417	28.909	193.370	-491.626	28.885	248.963	-181.857	31.282	-93.258	-143.218	33.598	-239.457	-528.869	33.591	-555.900	670.554	865.319	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
160	0.53000	458.368	-658.872	27.061	-401.467	-561.372	28.910	193.418	-491.657	29.005	249.020	-181.824	31.394	-93.256	-143.175	33.646	-239.472	-528.942	33.531	-551.980	667.955	870.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
